,Text,Label,tokenized_text
8652,i heap the guilt on and feel worthless and embarrassed because of my lack of productivity,0,"[1, 4044, 5, 1089, 29, 3, 2, 630, 3, 466, 36, 9, 10, 779, 9, 4598]"
8653,i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,0,"[1, 2022, 6, 1248, 7, 292, 493, 3, 11673, 1229, 937, 3, 926, 75, 1, 91, 655]"
8654,ive definitely had that underwater feeling lately so i was relieved to take part in a lenten service at church today one designed to clear the head of transitory concerns,5,"[72, 645, 56, 8, 11674, 7, 318, 14, 1, 19, 713, 4, 182, 229, 11, 6, 11675, 1373, 32, 986, 121, 70, 3142, 4, 1235, 5, 353, 9, 11676, 2717]"
8655,i do not believe guns are the solution to feeling afraid,4,"[1, 38, 25, 316, 11677, 43, 5, 1762, 4, 7, 300]"
8656,im sleeping better i still just generally feel exhausted i so hope this feeling passes soon,0,"[16, 945, 169, 1, 71, 31, 719, 2, 398, 1, 14, 238, 22, 7, 3605, 532]"
8657,i closed her eyes in anger and feeling disgusted by this touch,1,"[1, 1837, 67, 401, 11, 973, 3, 7, 697, 44, 22, 866]"
8658,i need to really appreciate not wearing a coat and feeling the hot sun and going to the pool and eating ice cream,2,"[1, 104, 4, 40, 1173, 25, 870, 6, 2220, 3, 7, 5, 395, 1039, 3, 86, 4, 5, 1930, 3, 675, 1379, 1683]"
8659,i also chat when i feel frustrated with guys but now i think about my future husband,1,"[1, 116, 3786, 33, 1, 2, 365, 24, 677, 18, 57, 1, 69, 26, 10, 418, 541]"
8660,i suppose i m feeling a little sarcastic about today s holiday,1,"[1, 876, 1, 92, 7, 6, 55, 1197, 26, 121, 89, 1183]"
8661,im already feeling less agitated,1,"[16, 207, 7, 150, 307]"
8662,i feel dirty and don t know why,0,"[1, 2, 626, 3, 103, 42, 46, 160]"
8663,i feel it was perfect as a jumping off point for what is to come,5,"[1, 2, 12, 19, 355, 28, 6, 3478, 168, 258, 15, 53, 21, 4, 181]"
8664,im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,0,"[16, 7, 6, 82, 511, 15, 68, 325, 14, 16, 25, 86, 4, 285, 1088, 15, 57, 18, 1465, 22, 371, 3343, 9, 10, 266, 397, 3, 1730, 58, 139, 17, 4, 371, 6946, 10, 852, 6, 82]"
8665,i feel quite surprised that i have a fairly significant amount of blog readers,3,"[1, 2, 156, 495, 8, 1, 20, 6, 979, 3033, 887, 9, 242, 1003]"
8666,i just feel like being selfish and really live my life,1,"[1, 31, 2, 13, 60, 426, 3, 40, 330, 10, 77]"
8667,i feel a little sentimental about because i distinctly remember as a child celebrating my parents th birthdays and they seemed so,0,"[1, 2, 6, 55, 889, 26, 36, 1, 4223, 189, 28, 6, 378, 3477, 10, 593, 1311, 6357, 3, 61, 1391, 14]"
8668,i feel even if he killed himself it was because he was agonized to that extent,0,"[1, 2, 74, 48, 65, 2355, 1162, 12, 19, 36, 65, 19, 6934, 4, 8, 1643]"
8669,im going at it with so much gusto i feel aching in my body already,0,"[16, 86, 32, 12, 24, 14, 85, 11678, 1, 2, 514, 11, 10, 278, 207]"
8670,i was happy with the progress but i was also beginning to feel a little hopeless,0,"[1, 19, 153, 24, 5, 1271, 18, 1, 19, 116, 806, 4, 2, 6, 55, 493]"
8671,i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,0,"[1, 39, 2, 12, 970, 343, 9, 514, 3, 57, 16, 167, 9, 2429, 6, 1681, 1, 87, 46, 53, 12, 64, 118, 18, 72, 140, 6, 101, 485]"
8672,i feel so blessed to be experiencing this season of my life as a new mother,2,"[1, 2, 14, 272, 4, 27, 1824, 22, 1099, 9, 10, 77, 28, 6, 184, 413]"
8673,i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,0,"[1, 189, 7, 14, 292, 1, 56, 47, 6, 413, 15, 95, 150, 94, 412, 3, 1, 56, 207, 3197, 10, 1146]"
8674,i wont feel resentful or smothered or annoyed,1,"[1, 444, 2, 528, 34, 11679, 34, 470]"
8675,i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,5,"[1, 38, 45, 134, 3, 2, 713, 31, 531, 26, 6947, 5, 11680, 9, 11681, 52, 8, 3339, 10, 77, 57, 3, 53, 1, 92, 369, 29, 792, 17, 4, 2457, 34, 32, 288, 1615, 12]"
8676,i am feeling more in control more comfortable adjusting to all terrain and more able to push myself each run,5,"[1, 23, 7, 37, 11, 409, 37, 370, 11682, 4, 35, 6948, 3, 37, 198, 4, 1073, 50, 274, 389]"
8677,i feel like i missed my calling id be a damn good special ed teacher,0,"[1, 2, 13, 1, 399, 10, 1287, 248, 27, 6, 900, 101, 366, 3898, 1349]"
8678,i also like to try to answer the tough questions people have so feel free to post some,5,"[1, 116, 13, 4, 203, 4, 1094, 5, 1567, 915, 62, 20, 14, 2, 294, 4, 285, 68]"
8679,i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,2,"[1, 2, 5, 637, 15, 5, 90, 88, 305, 4, 27, 151, 5, 1439, 6, 82, 9, 76, 384, 4170, 4171]"
8680,i will try to tackle issues such as the bills that make their way through congress as well as those that i feel should be on the table for issues to be resolved,5,"[1, 58, 203, 4, 3487, 999, 180, 28, 5, 4006, 8, 79, 110, 90, 137, 5653, 28, 134, 28, 142, 8, 1, 2, 120, 27, 29, 5, 1608, 15, 999, 4, 27, 685]"
8681,im feeling rather hostile over the whole hostel situation,1,"[16, 7, 202, 968, 115, 5, 257, 6009, 476]"
8682,i feel like one of those devoted fans who follows their favorite band while they are on tour only years late,2,"[1, 2, 13, 70, 9, 142, 1194, 1238, 75, 6949, 110, 1224, 2033, 186, 61, 43, 29, 3213, 117, 214, 878]"
8683,i try my best to be stoic i try to keep myself from feeling any emotions by being carefree and far from serious,5,"[1, 203, 10, 298, 4, 27, 6617, 1, 203, 4, 208, 50, 59, 7, 145, 803, 44, 60, 709, 3, 351, 59, 1677]"
8684,i am feeling a little more confident i haven t totally lost my mojo but time is running out,5,"[1, 23, 7, 6, 55, 37, 388, 1, 1236, 42, 324, 269, 10, 6950, 18, 51, 21, 482, 49]"
8685,i hope to use this blog site to put my feelings into words and let myself look back and see how determined i am this beautiful morning to be healthier,5,"[1, 238, 4, 296, 22, 242, 1440, 4, 247, 10, 114, 105, 348, 3, 206, 50, 162, 99, 3, 112, 52, 580, 1, 23, 22, 554, 236, 4, 27, 6884]"
8686,im feeling awfully overwhelmed by everything right now the demands from mother the needs of my family trying to shield my dear husband from as much as possible the list goes on and on,3,"[16, 7, 2065, 237, 44, 176, 113, 57, 5, 3284, 59, 413, 5, 611, 9, 10, 196, 190, 4, 5602, 10, 1769, 541, 59, 28, 85, 28, 888, 5, 733, 842, 29, 3, 29]"
8687,i do eat rawly goodness i feel radiant,5,"[1, 38, 523, 11683, 2638, 1, 2, 2216]"
8688,i do at times feel complacent with my life as is,5,"[1, 38, 32, 195, 2, 1047, 24, 10, 77, 28, 21]"
8689,ive been thinking about it because recently theres been times ive been overwhelmed with gratitude to the point of tears and other times im thinking about it because im im feeling so incredibly ungrateful maybe also to the point of tears and wondering why,0,"[72, 47, 262, 26, 12, 36, 913, 576, 47, 195, 72, 47, 237, 24, 1833, 4, 5, 258, 9, 906, 3, 119, 195, 16, 262, 26, 12, 36, 16, 16, 7, 14, 602, 766, 281, 116, 4, 5, 258, 9, 906, 3, 926, 160]"
8690,im feeling really festive now tree is up amp decorated apart from the fairy shes still in the loft will have to go and find her tomorrow,5,"[16, 7, 40, 642, 57, 1258, 21, 41, 390, 11684, 1698, 59, 5, 3884, 633, 71, 11, 5, 11685, 58, 20, 4, 100, 3, 163, 67, 971]"
8691,i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,4,"[1, 126, 8, 32, 5, 1802, 4095, 550, 24, 5, 6951, 6952, 14, 1, 57, 2, 473, 538, 1, 140, 424, 4, 5, 6951, 6952, 11, 4675, 28, 1, 143, 1461, 1, 66, 4, 27, 198, 4, 38, 8, 1444, 1465, 1242, 5, 550, 3, 124, 54, 4, 3853, 12, 15, 5, 291, 4282, 349]"
8692,i feel very confident that its a good one,5,"[1, 2, 45, 388, 8, 78, 6, 101, 70]"
8693,i feel amazing doctor,3,"[1, 2, 271, 1736]"
8694,i feel ecstatic when youre with me mr mrs lightning rod,5,"[1, 2, 836, 33, 560, 24, 17, 2272, 5011, 6834, 6953]"
8695,i would love to go into this for two reasons i care about how people feel and im a very sweet person so i think id be good at it and helping them get through it,5,"[1, 64, 84, 4, 100, 105, 22, 15, 218, 960, 1, 311, 26, 52, 62, 2, 3, 16, 6, 45, 234, 170, 14, 1, 69, 248, 27, 101, 32, 12, 3, 1005, 63, 54, 137, 12]"
8696,i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,4,"[1, 19, 531, 4, 4926, 11686, 5, 119, 96, 26, 10, 1859, 32, 923, 3, 88, 3, 52, 30, 677, 129, 35, 90, 267, 15, 17, 4, 54, 99, 3, 65, 347, 17, 8, 65, 1961, 7, 6, 55, 336, 28, 6, 1565]"
8697,i feel proud to be queer performing at lovebox,5,"[1, 2, 403, 4, 27, 5161, 3929, 32, 11687]"
8698,a girl entered in the division where i work and greeted everybody but not me,1,"[6, 320, 2022, 11, 5, 6954, 152, 1, 123, 3, 4172, 2689, 18, 25, 17]"
8699,i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order,4,"[1, 203, 4, 739, 10, 2030, 203, 4, 112, 12, 59, 106, 258, 9, 1220, 18, 317, 1, 23, 7, 307, 3, 411, 26, 35, 22, 1015, 4, 993, 73, 33, 1, 400, 427, 4, 54, 10, 174, 286, 11, 757]"
8700,im in a strange situation or feeling awkward i sometimes switch into comedian mode a bit of a defence mechanism from my self conscious school days and turned some of the sessions into katrinas minute stand up routine,0,"[16, 11, 6, 233, 476, 34, 7, 419, 1, 185, 2926, 105, 11688, 2273, 6, 82, 9, 6, 11689, 11690, 59, 10, 286, 1916, 240, 148, 3, 1290, 68, 9, 5, 2648, 105, 11691, 1148, 798, 41, 1618]"
8701,a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,1,"[6, 600, 250, 699, 4, 1073, 17, 168, 6, 2450, 11, 6, 45, 530, 90, 15, 95, 3989, 325, 12, 221, 27, 8, 65, 19, 267, 26, 83]"
8702,i was worried that it would be awkward and i would feel lonely,0,"[1, 19, 853, 8, 12, 64, 27, 419, 3, 1, 64, 2, 363]"
8703,i feel like i ve given him half the responsibility of caring for my kids,2,"[1, 2, 13, 1, 289, 695, 73, 689, 5, 2089, 9, 435, 15, 10, 357]"
8704,i feel passionate about and feeling so utterly completely free,5,"[1, 2, 276, 26, 3, 7, 14, 881, 284, 294]"
8705,i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,1,"[1, 270, 110, 114, 15, 4532, 4, 652, 4, 110, 1812, 3899, 11692, 32, 216]"
8706,i cleared my head and have come back feeling determined to further myself in my career,5,"[1, 11693, 10, 353, 3, 20, 181, 99, 7, 580, 4, 1088, 50, 11, 10, 1107]"
8707,i feel very irritated and annoyed today,1,"[1, 2, 45, 504, 3, 470, 121]"
8708,i am a bit too impractical in thoughts as i feel that makes life less doubtful,4,"[1, 23, 6, 82, 93, 5633, 11, 397, 28, 1, 2, 8, 151, 77, 150, 931]"
8709,i recently learned that there is a very slight difference between empathetic and sympathetic in definition empathetic being able to actually feel the emotion and sympathetic being the ability to understand the emotion and i realized that there is also a fine line between the two in writing,2,"[1, 913, 767, 8, 80, 21, 6, 45, 3752, 1282, 480, 4101, 3, 618, 11, 2610, 4101, 60, 198, 4, 177, 2, 5, 1413, 3, 618, 60, 5, 1074, 4, 277, 5, 1413, 3, 1, 744, 8, 80, 21, 116, 6, 380, 925, 480, 5, 218, 11, 275]"
8710,i feel so disturbed i have been having difficulties sleeping,0,"[1, 2, 14, 659, 1, 20, 47, 149, 5547, 945]"
8711,i should feel all weepy,0,"[1, 120, 2, 35, 1118]"
8712,i am feeling more generous though i see it for what it is someone who doesn t know what we are going through from the insdie and is desperate to be helpful in some measure,2,"[1, 23, 7, 37, 341, 136, 1, 112, 12, 15, 53, 12, 21, 147, 75, 817, 42, 46, 53, 81, 43, 86, 137, 59, 5, 11694, 3, 21, 1808, 4, 27, 3417, 11, 68, 3292]"
8713,i often feel overwhelmed with all of the office and administration work required of the teacher,4,"[1, 230, 2, 237, 24, 35, 9, 5, 1182, 3, 5132, 123, 5293, 9, 5, 1349]"
8714,ive eaten today well ill give you the highlights i feel like focusing on the negatives like that unpleasant green curry from thai club,0,"[72, 2316, 121, 134, 211, 219, 30, 5, 6537, 1, 2, 13, 3459, 29, 5, 11695, 13, 8, 920, 1732, 11696, 59, 4065, 1526]"
8715,im heartbroken about in love with the world but i think maybe im feeling heartbroken so acutely is it came to me today that every time ive been asked to stay somewhere in the past years or so ive left,0,"[16, 625, 26, 11, 84, 24, 5, 183, 18, 1, 69, 281, 16, 7, 625, 14, 4163, 21, 12, 359, 4, 17, 121, 8, 146, 51, 72, 47, 524, 4, 574, 1069, 11, 5, 297, 214, 34, 14, 72, 171]"
8716,i wrong to feel so aggravated,1,"[1, 437, 4, 2, 14, 1666]"
8717,i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,0,"[1, 2, 13, 48, 1, 92, 93, 666, 24, 4907, 30, 540, 27, 764, 161, 3, 25, 5162, 11, 5, 430]"
8718,i feel so rude i thought as i dialed my house,1,"[1, 2, 14, 567, 1, 193, 28, 1, 11697, 10, 358]"
8719,i feel ridiculously glamourous in it i never want to take it off i may become a recluse just so that i can wear this dressing gown all day swan about,5,"[1, 2, 2200, 3111, 11, 12, 1, 144, 66, 4, 182, 12, 168, 1, 221, 344, 6, 6955, 31, 14, 8, 1, 39, 515, 22, 4011, 4417, 35, 96, 11698, 26]"
8720,i feel im getting less and less vigorous,5,"[1, 2, 16, 179, 150, 3, 150, 2482]"
8721,im feeling discontent with my sex life i feel like crying like venting about it,0,"[16, 7, 797, 24, 10, 1068, 77, 1, 2, 13, 943, 13, 5034, 26, 12]"
8722,i finally get it right i feel happily smug and relieved that a piece of work is done,5,"[1, 407, 54, 12, 113, 1, 2, 2470, 804, 3, 713, 8, 6, 843, 9, 123, 21, 273]"
8723,i didnt feel if i was having a shitty day i wouldnt usually come right out and say i was having a shitty day,0,"[1, 138, 2, 48, 1, 19, 149, 6, 468, 96, 1, 845, 429, 181, 113, 49, 3, 118, 1, 19, 149, 6, 468, 96]"
8724,i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,1,"[1, 58, 337, 31, 27, 976, 3, 5121, 127, 5, 358, 3, 873, 100, 141, 4, 5, 1930, 3193, 52, 16, 7, 3, 53, 1, 39, 27, 453, 4, 38, 78, 10, 178, 96, 168, 175, 1, 100, 99, 4, 123, 14, 1365]"
8725,i cant help but feel excited for the part where i get to hang out with him and we can start to talk like friends talk and watch each other live our separate lives,5,"[1, 130, 139, 18, 2, 267, 15, 5, 229, 152, 1, 54, 4, 1754, 49, 24, 73, 3, 81, 39, 212, 4, 279, 13, 172, 279, 3, 546, 274, 119, 330, 132, 2970, 679]"
8726,i feel empty and lonely i want to cry but i cant i want to scream and im afraid to,0,"[1, 2, 501, 3, 363, 1, 66, 4, 631, 18, 1, 130, 1, 66, 4, 1865, 3, 16, 300, 4]"
8727,i won t say that i didn t feel any fear because i did but i was surprised at how calm i was,3,"[1, 862, 42, 118, 8, 1, 244, 42, 2, 145, 770, 36, 1, 126, 18, 1, 19, 495, 32, 52, 484, 1, 19]"
8728,i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,1,"[1, 19, 4, 38, 5, 223, 4, 63, 1, 64, 20, 22, 377, 3836, 3, 1, 64, 2, 13, 6, 1180, 1257]"
8729,during the weekend at home,1,"[386, 5, 639, 32, 166]"
8730,i didnt really feel an appetite for noodles i chose a bowl of rice with sweet potatoe tempura amp miso soup was included,5,"[1, 138, 40, 2, 76, 6956, 15, 11699, 1, 1738, 6, 4070, 9, 3004, 24, 234, 11700, 6411, 390, 11701, 2887, 19, 2907]"
8731,i feel like being friendly is a chore but without people around me i feel lonely,5,"[1, 2, 13, 60, 621, 21, 6, 4448, 18, 173, 62, 127, 17, 1, 2, 363]"
8732,im feeling fairly miserable about this,0,"[16, 7, 979, 392, 26, 22]"
8733,i feel low or exhausted i either watch this movie or listen to this poetry,0,"[1, 2, 338, 34, 398, 1, 597, 546, 22, 783, 34, 652, 4, 22, 1950]"
8734,i was so scared it wasnt even funny it just made me feel more pathetic and stupid,0,"[1, 19, 14, 372, 12, 327, 74, 454, 12, 31, 131, 17, 2, 37, 610, 3, 282]"
8735,im ready to start my shots again that two and a half weeks off just flies and im feeling miserable about it the thought that these peeps will be helping me through it makes it a bearable experience to the point where when this whole thing is done and dusted i will actually miss them all,0,"[16, 595, 4, 212, 10, 2416, 128, 8, 218, 3, 6, 689, 479, 168, 31, 11702, 3, 16, 7, 392, 26, 12, 5, 193, 8, 108, 5070, 58, 27, 1005, 17, 137, 12, 151, 12, 6, 6075, 439, 4, 5, 258, 152, 33, 22, 257, 188, 21, 273, 3, 11703, 1, 58, 177, 442, 63, 35]"
8736,i feel complacent if i were to choose the secure path probably not i think id find adventure in anything,5,"[1, 2, 1047, 48, 1, 129, 4, 1195, 5, 2138, 1275, 337, 25, 1, 69, 248, 163, 1759, 11, 165]"
8737,i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,1,"[1, 219, 337, 4, 5, 1820, 8, 68, 239, 112, 28, 93, 85, 18, 48, 1, 2, 764, 2581, 9, 34, 596, 11, 145, 306, 1, 20, 499, 95, 1138, 6833, 12, 141, 3, 868, 161]"
8738,i feel embarrassed looking at wedding dresses,0,"[1, 2, 466, 252, 32, 1638, 3035]"
8739,i feel like there has been way too much products on the blog lately and i miss the amazing home,5,"[1, 2, 13, 80, 98, 47, 90, 93, 85, 1421, 29, 5, 242, 318, 3, 1, 442, 5, 271, 166]"
8740,i consistently ask myself especially when i am feeling low or having doubts about my future,0,"[1, 2347, 483, 50, 290, 33, 1, 23, 7, 338, 34, 149, 5495, 26, 10, 418]"
8741,im reading through the online world of blogs i start feeling pretty dumb,0,"[16, 356, 137, 5, 1389, 183, 9, 1397, 1, 212, 7, 102, 622]"
